ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
AYOB,small_airport,Obo Airport,29,OC,PG,PG-WPD,Obo,AYOB,OBX,AYOB,OBO,"-7.590622421369999, 141.324262619"
AYOE,small_airport,Konge Airport,5900,OC,PG,PG-MPL,Konge,AYOE,KGB,AYOE,KGE,"-6.2239, 147.2152"
AYOF,small_airport,Okao Airport,450,OC,PG,PG-WPD,Okao,AYOF,OKV,AYOF,OKO,"-5.55666666667, 141.032777778"
AYOG,small_airport,Ogeranang Airport,5850,OC,PG,PG-MPL,,AYOG,OGE,AYOG,OGN,"-6.46675, 147.364166667"
AYOJ,small_airport,Oksapmin Airport,5140,OC,PG,PG-SAN,Oksapmin,AYOJ,OKP,AYOJ,OKN,"-5.2261, 142.2259"
AYOK,small_airport,Komako Airport,3960,OC,PG,PG-GPK,Komako,AYOK,HOC,AYOK,KMA,"-7.3984, 145.8827"
AYOL,small_airport,Kol Airport,5350,OC,PG,PG-JWK,Kol,AYOL,KQL,AYOL,KOL,"-5.73116666667, 144.846"
AYOM,small_airport,Omora Airport,2540,OC,PG,PG-MPL,Omora,AYOM,OSE,AYOM,OOA,"-7.82777777778, 147.080638889"
AYOO,small_airport,Komo-Manda Airport,5057,OC,PG,PG-HLA,Komo,AYOO,KOM,AYOO,KOMO,"-6.0682, 142.8598"
AYOP,small_airport,Kosipe Airport,6350,OC,PG,PG-CPM,Kosipe Mission,AYOP,KSP,AYOP,,"-8.450716, 147.209195"
AYOQ,small_airport,Komaio Airport,28,OC,PG,PG-GPK,Komaio,AYOQ,KCJ,AYOQ,KOI,"-7.2714, 143.5952"
AYOV,small_airport,Olsobip Airport,1500,OC,PG,PG-WPD,Olsobip,AYOV,OLQ,AYOV,OLS,"-5.3897222222200005, 141.515277778"
AYOW,small_airport,Koroba Airport,5638,OC,PG,PG-HLA,Koroba,AYOW,KDE,AYOW,,"-5.6952, 142.7441"
AYPB,small_airport,Paiela Airport,6100,OC,PG,PG-EPW,Paiela,AYPB,PLE,AYPB,PAL,"-5.372407, 142.975774"
AYPC,small_airport,Pangoa Airport,60,OC,PG,PG-WPD,Pangoa,AYPC,PGB,AYPC,PGA,"-7.0226, 141.5605"
AYPD,small_airport,Pindiu Airport,2995,OC,PG,PG-MPL,Pindiu,AYPD,PDI,AYPD,PDU,"-6.445138888890001, 147.515833333"
AYPE,small_airport,April River Airport,220,OC,PG,PG-ESW,April River,AYPE,APR,AYPE,APR,"-4.67666666667, 142.540138889"
AYPG,small_airport,Pangia Airport,5340,OC,PG,PG-SHM,Pangia,AYPG,PGN,AYPG,PNA,"-6.386, 144.1084"
AYPJ,small_airport,Pimaga Airport,2745,OC,PG,PG-SHM,Pimaga,AYPJ,PMP,AYPJ,PAG,"-6.49916666667, 143.510277778"
AYPO,small_airport,Mapoda Airport,45,OC,PG,PG-WPD,Mapoda,AYPO,MPF,AYPO,MPO,"-7.979, 143.1694"
AYPQ,small_airport,Pumani Airport,427,OC,PG,PG-MBA,Pumani,AYPQ,PMN,AYPQ,PMN,"-9.7469, 149.4766"
AYPY,large_airport,Port Moresby Jacksons International Airport,146,OC,PG,PG-NCD,Port Moresby,AYPY,POM,AYPY,,"-9.443380355834961, 147.22000122070312"
AYQA,small_airport,Karawari Airstrip,70,OC,PG,PG-ESW,Amboin,AYQA,KRJ,AYQA,KRR,"-4.59666666667, 143.5225"
AYQL,small_airport,Tumolbil Airport,3590,OC,PG,PG-SAN,Tumolbil,AYQL,TLP,AYQL,TUM,"-4.7748, 141.0133"
AYQO,small_airport,Sopu Airport,6580,OC,PG,PG-CPM,Sopu,AYQO,SPH,AYQO,SOPU,"-8.3038, 147.1659"
AYQQ,small_airport,Ononge Airport,5800,OC,PG,PG-CPM,Onange Mission,AYQQ,ONB,AYQQ,ONG,"-8.67436111111, 147.262416667"
AYQS,small_airport,Sialum Airport,170,OC,PG,PG-MPL,Sialum,AYQS,SXA,AYQS,SLU,"-6.0908, 147.5955"
AYRA,small_airport,Kira Airport,1700,OC,PG,PG-NPP,Kira,AYRA,KIQ,AYRA,KIRA,"-8.065111111110001, 147.332027778"
AYRE,small_airport,Raba Raba Airport,170,OC,PG,PG-MBA,Rabaraba,AYRE,RBP,AYRE,RBA,"-9.97111111111, 149.832222222"
AYRG,small_airport,Rumginae Airport,160,OC,PG,PG-WPD,,AYRG,RMN,AYRG,RMG,"-5.89722222222, 141.271666667"
AYRI,small_airport,Karimui Airport,3640,OC,PG,PG-CPK,Karimui,AYRI,KMR,AYRI,KRI,"-6.4921, 144.823"
AYRK,small_airport,Kairuku Airport,45,OC,PG,PG-CPM,Yule Island,AYRK,RKU,AYRK,KKU,"-8.817000054, 146.5243833"
AYRM,small_airport,Maramuni Airport,5160,OC,PG,PG-EPW,Maramuni,AYRM,MWI,AYRM,MAR,"-5.13, 143.4829"
AYRO,small_airport,Kakoro(Koroko) Airstrip,230,OC,PG,PG-GPK,Kakoro,AYRO,KOR,AYRO,KKO,"-7.8346666666700004, 146.5335"
AYSA,small_airport,Suabi Airport,465,OC,PG,PG-WPD,,AYSA,SBE,AYSA,SUA,"-6.10444444444, 142.278333333"
AYSD,small_airport,Saidor Airport,83,OC,PG,PG-MPM,Saidor,AYSD,SDI,AYSD,SDA,"-5.62713888889, 146.462777778"
AYSE,small_airport,Simberi Airport,10,OC,PG,PG-NIK,Simberi Island,AYSE,NIS,AYSE,SBI,"-2.66222222222, 151.997777778"
AYSF,small_airport,Safia Airport,430,OC,PG,PG-NPP,Safia,AYSF,SFU,AYSF,SFA,"-9.59305555556, 148.636111111"
AYSG,small_airport,Sila Airport,2230,OC,PG,PG-NPP,Sila Mission,AYSG,SIL,AYSG,SILA,"-9.07355555556, 148.38925"
AYSH,small_airport,Sabah Airport,10,OC,PG,PG-NSB,Sabah,AYSH,SBV,AYSH,SAB,"-5.5765, 155.0489"
AYSJ,small_airport,Simbai Airport,5804,OC,PG,PG-MPM,Simbai,AYSJ,SIM,AYSJ,SAI,"-5.278611111110001, 144.544722222"
AYSK,small_airport,Sengapi Airstrip,6242,OC,PG,PG-MPM,Sengapi,AYSK,SGK,AYSK,SNI,"-5.12583333333, 144.323611111"
AYSL,small_airport,Sehulea Airport,30,OC,PG,PG-MBA,Sehulea,AYSL,SXH,AYSL,SEH,"-9.96452777778, 151.161861111"
AYSO,small_airport,Selbang Airport,5130,OC,PG,PG-WPD,Selbang,AYSO,SBC,AYSO,SEL,"-5.315, 141.752"
AYSP,small_airport,Sapmanga Airport,2912,OC,PG,PG-MPL,Sapmanga,AYSP,SMH,AYSP,SAG,"-6.075277777779999, 146.811111111"
AYSS,small_airport,Sasereme Airport,121,OC,PG,PG-WPD,Sasereme,AYSS,TDS,AYSS,,"-7.6217, 142.868"
AYSU,small_airport,Suki Airport,24,OC,PG,PG-WPD,Suki,AYSU,SKC,AYSU,SUKI,"-8.0466, 141.7222"
AYSV,small_airport,Sauren Airport,46,OC,PG,PG-WBK,Sauren,AYSV,SXW,AYSV,SAU,"-5.9701, 148.8543"
AYSW,small_airport,Satwag Airport,4185,OC,PG,PG-MPL,Satwag,AYSW,SWG,AYSW,SWG,"-6.13955555556, 147.279166667"
AYSX,small_airport,Masa Airport,5900,OC,PG,PG-MPL,Masa,AYSX,MBV,AYSX,MASA,"-6.345, 147.591"
AYTA,small_airport,Tari Airport,5500,OC,PG,PG-HLA,Tari,AYTA,TIZ,AYTA,,"-5.845, 142.947998"
AYTB,small_airport,Tabubil Airport,1570,OC,PG,PG-WPD,Tabubil,AYTB,TBG,AYTB,,"-5.280471, 141.227576"
AYTE,small_airport,Telefomin Airport,4950,OC,PG,PG-SAN,Telefomin,AYTE,TFM,AYTE,TLF,"-5.12608, 141.641922"
AYTF,small_airport,Tetebedi Airport,3365,OC,PG,PG-NPP,Tetebedi,AYTF,TDB,AYTF,TEB,"-9.1586, 148.0686"
AYTG,small_airport,Tagula Airport,59,OC,PG,PG-MBA,Sudest Island,AYTG,TGL,AYTG,TAG,"-11.3311111111, 153.202916667"
AYTH,small_airport,Tifalmin Airport,4735,OC,PG,PG-SAN,Tifalmin,AYTH,TFB,AYTH,TFM,"-5.117249, 141.418076"
AYTI,small_airport,Tapini Airport,3100,OC,PG,PG-CPM,Tapini,AYTI,TPI,AYTI,TAP,"-8.35666666667, 146.989166667"
AYTK,medium_airport,Tokua Airport,49,OC,PG,PG-EBR,Kokopo,AYTK,RAB,AYTK,,"-4.34046, 152.380005"
AYTN,small_airport,Tekin Airport,5785,OC,PG,PG-SAN,Tekin,AYTN,TKW,AYTN,TEK,"-5.243667, 142.165194"
AYTO,small_airport,Kamberatoro Airport,1350,OC,PG,PG-SAN,Kamberatoro Mission,AYTO,KDQ,AYTO,KTO,"-3.600556, 141.051667"
AYTP,small_airport,Tep Tep Airport,7011,OC,PG,PG-MPM,Teptep,AYTP,TEP,AYTP,TEP,"-5.9553, 146.5595"
AYTR,small_airport,Tarabo Airport,6100,OC,PG,PG-EHG,Tarabo,AYTR,TBQ,AYTR,TRB,"-6.46666666667, 145.532222222"
AYTS,small_airport,Tsewi Airport,4185,OC,PG,PG-MPL,Tsewi,AYTS,TSW,AYTS,TSE,"-7.0695, 146.1272"
AYTT,small_airport,Tarakbits Airport,281,OC,PG,PG-WPD,Tarakbits,AYTT,TRJ,AYTT,TRT,"-5.614, 141.0421"
AYTU,small_airport,Tufi Airport,85,OC,PG,PG-NPP,Tufi,AYTU,TFI,AYTU,TUFI,"-9.07595443726, 149.319839478"
AYTV,small_airport,Timbunke Airport,24,OC,PG,PG-ESW,Timbunke,AYTV,TBE,AYTV,TIM,"-4.196633, 143.519222"
AYTW,small_airport,Tawa Airport,5020,OC,PG,PG-MPL,Tawa,AYTW,TWY,AYTW,TAWA,"-7.4463, 146.1067"
AYTY,small_airport,Terapo Airport,15,OC,PG,PG-GPK,Terapo Mission,AYTY,TEO,AYTY,TPO,"-8.16972222222, 146.194444444"
AYTZ,small_airport,Tekadu Airport,1310,OC,PG,PG-MPL,Tekadu,AYTZ,TKB,AYTZ,TKD,"-7.6808, 146.5503"
AYUC,small_airport,Umba Airport,5950,OC,PG,PG-MPL,Umba,AYUC,UMC,AYUC,UMBA,"-7.0214, 145.966"
AYUE,small_airport,Uroubi Airport,481,OC,PG,PG-NPP,Uroubi,AYUE,URU,AYUE,URO,"-9.5162, 148.5591"
AYUI,small_airport,Buin Airport,230,OC,PG,PG-NSB,Buin,AYUI,UBI,AYUI,BUIN,"-6.72916666667, 155.683333333"
AYUM,small_airport,Aumo Airport,450,OC,PG,PG-WBK,Aumo,AYUM,AUV,AYUM,AUMO,"-5.731111111110001, 148.445277778"
AYUP,small_airport,Gulgubip Airport,4900,OC,PG,PG-WPD,Gulgubip,AYUP,GLP,AYUP,GUP,"-5.2808, 141.5411"
AYUR,small_airport,Upiara Airport,52,OC,PG,PG-WPD,Upiara,AYUR,UPR,AYUR,UPA,"-8.5411, 142.6503"
AYUY,small_airport,Kuyol Airport,3290,OC,PG,PG-WPD,,AYUY,KUX,AYUY,KYL,"-5.372361111110001, 141.623888889"
AYUZ,small_airport,Uvol Airport,15,OC,PG,PG-EBR,Uvol,AYUZ,UVO,AYUZ,UVOL,"-6.0178, 150.9557"
AYVL,small_airport,Talasea Airport,44,OC,PG,PG-WBK,Talasea,AYVL,TLW,AYVL,TLS,"-5.2726, 150.0089"
AYVM,small_airport,Torembi Airport,90,OC,PG,PG-ESW,Torembi,AYVM,TCJ,AYVM,TBI,"-4.0165, 143.1329"
AYVN,medium_airport,Vanimo Airport,10,OC,PG,PG-SAN,Vanimo,AYVN,VAI,AYVN,,"-2.6926, 141.3028"
AYVO,small_airport,Tonu Airport,300,OC,PG,PG-NSB,Tonu,AYVO,TON,AYVO,TONU,"-6.6552, 155.4326"
AYVW,small_airport,Wuvulu Island Airport,16,OC,PG,PG-MRL,Wuvulu Island,AYVW,WUV,AYVW,WUV,"-1.73611111111, 142.836666667"
AYWB,small_airport,Wabo Airport,132,OC,PG,PG-GPK,Wabo,AYWB,WAO,AYWB,WABO,"-6.98944444444, 145.075111111"
AYWC,small_airport,Wantoat Airport,3900,OC,PG,PG-MPL,Wantoat,AYWC,WTT,AYWC,WNT,"-6.1325, 146.467777778"
AYWD,medium_airport,Wapenamanda Airport,5889,OC,PG,PG-EPW,Wapenamanda,AYWD,WBM,AYWD,,"-5.635293, 143.892231"
AYWF,small_airport,Wawoi Falls Airport,370,OC,PG,PG-WPD,Wavoi Falls,AYWF,WAJ,AYWF,WWF,"-6.9523, 142.6557"
AYWG,small_airport,Wanigela Airport,53,OC,PG,PG-NPP,Wanigela,AYWG,AGL,AYWG,WGL,"-9.3375, 149.155556"
AYWH,small_airport,Wanuma Airport,2260,OC,PG,PG-MPM,Wanuma,AYWH,WNU,AYWH,WUA,"-4.8961, 145.3213"
AYWJ,small_airport,Wapolu Airport,45,OC,PG,PG-MBA,Wapolu,AYWJ,WBC,AYWJ,WPL,"-9.3376, 150.5093"
AYWK,medium_airport,Wewak International Airport,19,OC,PG,PG-ESW,Wewak,AYWK,WWK,AYWK,,"-3.58383011818, 143.669006348"
AYWO,small_airport,Wonenara Airport,5028,OC,PG,PG-EHG,Wonenara,AYWO,WOA,AYWO,WOA,"-6.796861111110001, 145.891944444"
AYWQ,small_airport,Wakunai Airport,20,OC,PG,PG-NSB,Wakunai,AYWQ,WKN,AYWQ,WAI,"-5.8603, 155.2223"
AYWS,small_airport,Wasu Airport,34,OC,PG,PG-MPL,Wasu,AYWS,WSU,AYWS,WASU,"-5.96170944919, 147.19822526"
AYWT,small_airport,Woitape Airport,5200,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,AYWT,WTP,"-8.545833, 147.2525"
AYWU,small_airport,Wau Airport,3600,OC,PG,PG-MPL,Wau,AYWU,WUG,AYWU,WAU,"-7.345556, 146.718611"
AYXE,small_airport,Yeva Airport,4510,OC,PG,PG-MPL,Yeva,AYXE,YVD,AYXE,YEVA,"-7.548, 146.188"
AYXI,small_airport,Sim Airport,5460,OC,PG,PG-MPL,Sim,AYXI,SMJ,AYXI,SIM,"-7.75, 146.9273"
AYXO,small_airport,Tol Airport,49,OC,PG,PG-EBR,Tol,AYXO,TLO,AYXO,TOL,"-4.98083019257, 152.009994507"
AYXP,small_airport,Wipim Airport,173,OC,PG,PG-WPD,Wipim,AYXP,WPM,AYXP,WPM,"-8.78822, 142.882004"
AYXW,small_airport,Weam Airport,50,OC,PG,PG-WPD,Weam,AYXW,WEP,AYXW,WEAM,"-8.6184, 141.1381"
AYYE,small_airport,Yalumet Airport,2600,OC,PG,PG-MPL,Yalumet,AYYE,KYX,AYYE,YLT,"-6.09, 147.0117"
AYYK,small_airport,Yenkis(Yankisa) Airport,3692,OC,PG,PG-EPW,,AYYK,YEQ,AYYK,YIS,"-5.10972222222, 143.917666667"
AYYL,small_airport,Tinboli Airport,59,OC,PG,PG-ESW,Tinboli,AYYL,TCK,AYYL,TOI,"-4.0949, 143.3838"
AYYM,small_airport,Munbil Airport,3126,OC,PG,PG-SAN,,AYYM,LNF,AYYM,MBL,"-4.855941, 141.220165"
AYYO,small_airport,Oram Airport,3500,OC,PG,PG-CPM,,AYYO,RAX,AYYO,ORAM,"-9.632916666669997, 148.048055556"
AYYP,small_airport,Yapsiei Airport,600,OC,PG,PG-SAN,,AYYP,KPE,AYYP,YAP,"-4.6280555555600005, 141.094166667"
AYYR,small_airport,Yasuru Airport,1520,OC,PG,PG-MPL,Yasuru,AYYR,KSX,AYYR,YAS,"-6.6015, 146.1813"
AYZA,small_airport,Zenag Airport,3200,OC,PG,PG-MPL,Zenag,AYZA,ZEN,AYZA,ZEN,"-6.9522222222200005, 146.61625"
AYZI,small_airport,Silur Airport,217,OC,PG,PG-NIK,Silur Mission,AYZI,SWR,AYZI,SLR,"-4.5298888888899995, 153.054444444"
AYZN,small_airport,Sissano Airport,27,OC,PG,PG-SAN,Sissano,AYZN,SIZ,AYZN,SNO,"-2.99944444444, 142.0445"
AYZS,small_airport,Ossima Airport,205,OC,PG,PG-SAN,Ossima,AYZS,OSG,AYZS,OSA,"-2.91555555556, 141.297305556"
BGAA,medium_airport,Aasiaat Airport,74,NA,GL,GL-QK,Aasiaat,BGAA,JEG,BGAA,,"68.721802, -52.784698"
BGBW,medium_airport,Narsarsuaq Airport,112,NA,GL,GL-KU,Narsarsuaq,BGBW,UAK,BGBW,,"61.1605, -45.425999"
BGCH,heliport,Qasigiannguit Heliport,70,NA,GL,GL-QK,Qasigiannguit,BGCH,JCH,BGCH,,"68.822816, -51.173447"
BGCO,small_airport,Neerlerit Inaat Airport,45,NA,GL,GL-SE,Neerlerit Inaat,BGCO,CNP,BGCO,,"70.743103, -22.650499"
BGGH,medium_airport,Nuuk Airport,283,NA,GL,GL-SE,Nuuk,BGGH,GOH,BGGH,,"64.191066, -51.67914"
BGJN,medium_airport,Ilulissat Airport,95,NA,GL,GL-AV,Ilulissat,BGJN,JAV,BGJN,,"69.243202, -51.057098"
BGKK,medium_airport,Kulusuk Airport,117,NA,GL,GL-SE,Kulusuk,BGKK,KUS,BGKK,,"65.573601, -37.1236"
BGMQ,small_airport,Maniitsoq Airport,91,NA,GL,GL-QA,Maniitsoq,BGMQ,JSU,BGMQ,,"65.412498, -52.9394"
BGPT,small_airport,Paamiut Airport,120,NA,GL,GL-SE,Paamiut,BGPT,JFR,BGPT,,"62.014736, -49.670937"
BGQQ,small_airport,Qaanaaq Airport,51,NA,GL,GL-AV,Qaanaaq,BGQQ,NAQ,BGQQ,,"77.488602, -69.388702"
BGSF,medium_airport,Kangerlussuaq Airport,165,NA,GL,GL-QA,Kangerlussuaq,BGSF,SFJ,BGSF,,"67.010446, -50.715294"
BGSS,medium_airport,Sisimiut Airport,33,NA,GL,GL-QA,Sisimiut,BGSS,JHS,BGSS,,"66.951302, -53.729301"
BGTL,medium_airport,Pituffik Space Base,251,NA,GL,GL-AV,Pituffik,BGTL,THU,BGTL,,"76.531197, -68.703201"
BGUK,small_airport,Upernavik Airport,414,NA,GL,GL-AV,Upernavik,BGUK,JUV,BGUK,,"72.790199, -56.1306"
BGUM,heliport,Uummannaq Heliport,50,NA,GL,GL-AV,Uummannaq,BGUM,UMD,BGUM,,"70.680428, -52.11163"
BGUQ,small_airport,Qaarsut Airport,289,NA,GL,GL-AV,Uummannaq,BGUQ,JQA,BGUQ,,"70.7342, -52.696201"
BIAR,medium_airport,Akureyri Airport,6,EU,IS,IS-6,Akureyri,BIAR,AEY,BIAR,,"65.656573, -18.072018"
BIBD,small_airport,Bildudalur Airport,18,EU,IS,IS-4,Bildudalur,BIBD,BIU,BIBD,,"65.641296, -23.5462"
BIBF,small_airport,Borgarfj?r?ur eystri Airport,80,EU,IS,IS-7,Borgarfj?r?ur eystri,BIBF,BGJ,BIBF,,"65.516769, -13.81578"
BIBK,small_airport,Bakkafj?r?ur Airport,14,EU,IS,IS-6,Bakkafj?r?ur,BIBK,BJD,BIBK,,"66.02189636230469, -14.824399948120117"
BIBL,small_airport,Bl?ndu?s Airport,131,EU,IS,IS-5,Bl?ndu?s,BIBL,BLO,BIBL,,"65.644997, -20.2875"
BIBV,small_airport,Brei?dalsv?k Airport,8,EU,IS,IS-7,Brei?dalsv?k,BIBV,BXV,BIBV,,"64.790037, -14.043927"
BIDV,small_airport,Dj?pivogur Airport,9,EU,IS,IS-7,Dj?pivogur,BIDV,DJU,BIDV,,"64.642372, -14.277297"
BIEG,medium_airport,Egilssta?ir Airport,76,EU,IS,IS-7,Egilssta?ir,BIEG,EGS,BIEG,,"65.2833023071289, -14.401399612426758"
BIFF,small_airport,F?skr??sfj?r?ur Airport,15,EU,IS,IS-7,F?skr??sfj?r?ur,BIFF,FAS,BIFF,,"64.931456, -14.047957"
BIFM,small_airport,Fagurh?lsm?ri Airport,56,EU,IS,IS-7,Fagurh?lsm?ri,BIFM,FAG,BIFM,,"63.874699, -16.6411"
BIGF,small_airport,Grundarfj?r?ur Airport,17,EU,IS,IS-3,Grundarfj?r?ur,BIGF,GUU,BIGF,,"64.991402, -23.224701"
BIGJ,small_airport,Gj?gur Airport,83,EU,IS,IS-4,Gj?gur,BIGJ,GJR,BIGJ,,"65.9953, -21.3269"
BIGR,small_airport,Gr?msey Airport,66,EU,IS,IS-6,Gr?msey,BIGR,GRY,BIGR,,"66.5458, -18.0173"
BIHK,small_airport,H?lmav?k Airport,90,EU,IS,IS-4,H?lmav?k,BIHK,HVK,BIHK,,"65.704697, -21.6964"
BIHN,medium_airport,Hornafj?r?ur Airport,24,EU,IS,IS-8,H?fn,BIHN,HFN,BIHN,,"64.295601, -15.2272"
BIHU,medium_airport,H?sav?k Airport,48,EU,IS,IS-6,H?sav?k,BIHU,HZK,BIHU,,"65.952301, -17.426001"
BIIS,medium_airport,?safj?r?ur Airport,8,EU,IS,IS-4,?safj?r?ur,BIIS,IFJ,BIIS,,"66.058098, -23.1353"
BIKF,large_airport,Keflavik International Airport,171,EU,IS,IS-2,Reykjav?k,BIKF,KEF,BIKF,,"63.985001, -22.6056"
BIKP,small_airport,K?pasker Airport,20,EU,IS,IS-6,K?pasker,BIKP,OPA,BIKP,,"66.310799, -16.4667"
BIKR,small_airport,Sau??rkr?kur Airport,8,EU,IS,IS-5,Sau??rkr?kur,BIKR,SAK,BIKR,,"65.73169708249999, -19.572799682599996"
BINF,small_airport,Nor?fj?r?ur Airport,13,EU,IS,IS-7,Nor?fj?r?ur,BINF,NOR,BINF,,"65.131897, -13.7464"
BIOF,small_airport,?lafsfj?r?ur Airport,32,EU,IS,IS-6,?lafsfj?r?ur,BIOF,OFJ,BIOF,,"66.083298, -18.6667"
BIPA,small_airport,Patreksfj?r?ur Airport,11,EU,IS,IS-4,Patreksfj?r?ur,BIPA,PFJ,BIPA,,"65.555801, -23.965"
BIRE,small_airport,Reykh?lar Airport,60,EU,IS,IS-4,Reykh?lar,BIRE,RHA,BIRE,,"65.45262908935547, -22.20611572265625"
BIRF,small_airport,Rif Airport,18,EU,IS,IS-3,Rif,BIRF,OLI,BIRF,,"64.9114, -23.823099"
BIRG,small_airport,Raufarh?fn Airport,39,EU,IS,IS-6,Raufarh?fn,BIRG,RFN,BIRG,,"66.406403, -15.9183"
BIRK,medium_airport,Reykjav?k Domestic Airport,48,EU,IS,IS-1,Reykjav?k,BIRK,RKV,BIRK,,"64.128732, -21.93759"
BIRL,small_airport,Reykjahl?? Airport,1030,EU,IS,IS-6,Myvatn,BIRL,MVA,BIRL,,"65.6558, -16.9181"
BISI,medium_airport,Siglufj?r?ur Airport,10,EU,IS,IS-6,Siglufj?r?ur,BISI,SIJ,BISI,,"66.137847, -18.908157"
BIST,small_airport,Stykkish?lmur Airport,42,EU,IS,IS-3,Stykkish?lmur,BIST,SYK,BIST,,"65.058851, -22.764616"
BITE,small_airport,?ingeyri Airport,65,EU,IS,IS-4,?ingeyri,BITE,TEY,BITE,,"65.8703, -23.559999"
BITN,small_airport,??rsh?fn Airport,65,EU,IS,IS-6,??rsh?fn,BITN,THO,BITN,,"66.218498, -15.3356"
BIVM,medium_airport,Vestmannaeyjar Airport,326,EU,IS,IS-8,Vestmannaeyjar,BIVM,VEY,BIVM,,"63.42430114746094, -20.278900146484375"
BIVO,small_airport,Vopnafj?r?ur Airport,16,EU,IS,IS-7,Vopnafj?r?ur,BIVO,VPN,BIVO,,"65.720596, -14.8506"
BKPR,medium_airport,Pri?tina Adem Jashari International Airport,1789,EU,XK,XK-01,Prishtina,BKPR,PRN,BKPR,,"42.5728, 21.035801"
CBBC,medium_airport,Bella Bella (Campbell Island) Airport,141,NA,CA,CA-BC,Bella Bella,CBBC,ZEL,CBBC,CBBC,"52.185001, -128.156994"
CN-0079,medium_airport,Shaoguan Danxia Airport,280,AS,CN,CN-44,Shaoguan,ZGSG,HSC,ZGSG,,"24.9786, 113.420998"
CN-0422,small_airport,Lishui Airport,,AS,CN,CN-33,Lishui (Liandu),ZSLI,LIJ,ZSLI,,"28.3727, 119.839"
CYAB,small_airport,Arctic Bay Airport,72,NA,CA,CA-NU,Arctic Bay,CYAB,YAB,CYAB,,"73.006101, -85.04616"
CYAC,small_airport,Cat Lake Airport,1344,NA,CA,CA-ON,Cat Lake,CYAC,YAC,CYAC,,"51.7272, -91.824402"
CYAD,small_airport,La Grande-3 Airport,775,NA,CA,CA-QC,La Grande-3,CYAD,YAR,CYAD,YAD,"53.5717010498, -76.19640350339999"
CYAG,medium_airport,Fort Frances Municipal Airport,1125,NA,CA,CA-ON,Fort Frances,CYAG,YAG,CYAG,,"48.655749, -93.44349"
CYAH,medium_airport,La Grande-4 Airport,1005,NA,CA,CA-QC,La Grande-4,CYAH,YAH,CYAH,,"53.754699707, -73.6753005981"
CYAL,small_airport,Alert Bay Airport,240,NA,CA,CA-BC,Alert Bay,CYAL,YAL,CYAL,,"50.582199, -126.916"
CYAM,medium_airport,Sault Ste Marie Airport,630,NA,CA,CA-ON,Sault Ste Marie,CYAM,YAM,CYAM,,"46.483216, -84.508467"
CYAQ,medium_airport,Kasabonika Airport,672,NA,CA,CA-ON,Kasabonika,CYAQ,XKS,CYAQ,,"53.52470016479492, -88.6427993774414"
CYAS,small_airport,Kangirsuk Airport,403,NA,CA,CA-QC,Kangirsuk,CYAS,YKG,CYAS,,"60.027199, -69.999199"
CYAT,small_airport,Attawapiskat Airport,31,NA,CA,CA-ON,Attawapiskat,CYAT,YAT,CYAT,,"52.927502, -82.4319"
CYAY,medium_airport,St. Anthony Airport,108,NA,CA,CA-NL,St. Anthony,CYAY,YAY,CYAY,,"51.391909, -56.08321"
CYAZ,medium_airport,Tofino / Long Beach Airport,80,NA,CA,CA-BC,Tofino,CYAZ,YAZ,CYAZ,,"49.079833, -125.775583"
CYBA,small_airport,Banff Airport,4583,NA,CA,CA-AB,Banff,CYBA,YBA,CYBA,,"51.208222, -115.540624"
CYBB,small_airport,Kugaaruk Airport,56,NA,CA,CA-NU,Kugaaruk,CYBB,YBB,CYBB,,"68.535711, -89.805508"
CYBC,medium_airport,Baie-Comeau Airport,71,NA,CA,CA-QC,Baie-Comeau,CYBC,YBC,CYBC,YBC,"49.1325, -68.204399"
CYBD,medium_airport,Bella Coola Airport,117,NA,CA,CA-BC,Bella Coola,CYBD,QBC,CYBD,,"52.387501, -126.596001"
CYBE,small_airport,Uranium City Airport,1044,NA,CA,CA-SK,Uranium City,CYBE,YBE,CYBE,,"59.561401, -108.481003"
CYBF,medium_airport,Bonnyville Airport,1836,NA,CA,CA-AB,Bonnyville,CYBF,YBY,CYBF,,"54.304199, -110.744003"
CYBG,medium_airport,CFB Bagotville / Saguenay-Bagotville Airport,522,NA,CA,CA-QC,La Baie,CYBG,YBG,CYBG,,"48.331908, -70.992909"
CYBK,medium_airport,Baker Lake Airport,59,NA,CA,CA-NU,Baker Lake,CYBK,YBK,CYBK,,"64.29889678960001, -96.077796936"
CYBL,medium_airport,Campbell River Airport,346,NA,CA,CA-BC,Campbell River,CYBL,YBL,CYBL,YBL,"49.950802, -125.271004"
CYBQ,small_airport,Tadoule Lake Airport,923,NA,CA,CA-MB,Tadoule Lake,CYBQ,XTL,CYBQ,,"58.706308, -98.511057"
CYBR,medium_airport,Brandon Municipal Airport,1343,NA,CA,CA-MB,Brandon,CYBR,YBR,CYBR,,"49.91, -99.951897"
CYBT,small_airport,Brochet Airport,1136,NA,CA,CA-MB,Brochet,CYBT,YBT,CYBT,,"57.8894, -101.679001"
CYBV,small_airport,Berens River Airport,728,NA,CA,CA-MB,Berens River,CYBV,YBV,CYBV,,"52.358898, -97.018303"
